kind	filename	source_category	relative_path	url	bytes	sha256	valid
metadata	catalog-export-297910692.json		metadata/catalog-export-297910692.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-297910692.json	4109	959cc1c6d1500576de6f52cdb7511f2c996b89aec9df2249f0574187085578f6	True
metadata	catalog-export-297910694.json		metadata/catalog-export-297910694.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-297910694.json	4109	6f1fbfce2eb9e4afac3ce1139ad21041631faf84d2116a1f7903e64f0973563b	True
metadata	catalog-export-297910696.json		metadata/catalog-export-297910696.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-297910696.json	4109	43c22657701aa440b80412f9be2a1d50b8fadc00003eae3003029bbf0176d418	True
metadata	catalog-export-297910698.json		metadata/catalog-export-297910698.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-297910698.json	4109	aaa8c626c0e3fb47ddd6e3ce6e263219b59b36a9c6220bceef8f5d42c1420d03	True
metadata	catalog-export-297910700.json		metadata/catalog-export-297910700.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-297910700.json	4109	33109d471c9164c11d004b595f9685ee619a38c012afbe97d7387cc44c1bd5f6	True
metadata	catalog-export-297910702.json		metadata/catalog-export-297910702.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-297910702.json	4109	81aab35221733179a28f4d0fc746f7045e94641d986238c15c6f7c9ce7963744	True
metadata	catalog-export-297910704.json		metadata/catalog-export-297910704.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-297910704.json	4109	d76d4c23515beca7e6790843e0e83e7d59fcc653c646012743197b2df49eae51	True
metadata	catalog-export-297910706.json		metadata/catalog-export-297910706.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-297910706.json	4109	da288a01a52ceb08f0aac4477ae31ae3defbdcb147e12db5bc9e2090978030aa	True
metadata	catalog-export-297910708.json		metadata/catalog-export-297910708.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-297910708.json	4109	ce97b10c4e5344ef1115d7f50599f6167f352afa2f94b232a13a10377e2428dd	True
metadata	catalog-export-297910710.json		metadata/catalog-export-297910710.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-297910710.json	4109	481aaf41dd6848967ef821530cc42591f6c16741e8b6c8bab1a49bfa65ed7c03	True
metadata	catalog-export-297910712.json		metadata/catalog-export-297910712.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-297910712.json	4109	b661569df06b3541cda7e663fbdca31d19b3f13f8b2e5cc38cc60ff64d564475	True
metadata	catalog-export-297910714.json		metadata/catalog-export-297910714.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-297910714.json	4109	f287a5fa0da68362c1ebb117ec08b78af10a6f0da895105a8663d665b4c1ed36	True
metadata	catalog-export-300885568.json		metadata/catalog-export-300885568.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-300885568.json	3704	e56376d0c5e0b7a2f6325189b4f967db330e42c5a0ef6d35cdb10790459997c3	True
metadata	catalog-export-300885571.json		metadata/catalog-export-300885571.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-300885571.json	3509	72a3ddaade73828a098763eaae54a02276efc645449196de7c408832483f73f1	True
metadata	catalog-export-300885580.json		metadata/catalog-export-300885580.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-300885580.json	3486	132155d7bb1d32b2c80ba55846949c8ca1555ffb43e9f754c055bc860297f550	True
metadata	catalog-export-300885582.json		metadata/catalog-export-300885582.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-300885582.json	3773	03cd31fae76e5e14a953444de83fcb77d24ea82b6dbe4713279919235271b55a	True
metadata	catalog-export-300885583.json		metadata/catalog-export-300885583.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-300885583.json	3491	d5b056f83a87f4bf9e5bd02d65bb3cf4416e6e51a547282aa030cd30447d7d00	True
metadata	catalog-export-311003081.json		metadata/catalog-export-311003081.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-311003081.json	3333	3ea0ff48fbec671c355edb887242286b498bcb67beb5bb004c14656240048cef	True
metadata	catalog-export-333334712.json		metadata/catalog-export-333334712.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-333334712.json	4278	909b019af0d5030a4469d1bb5d20bf99f80fb1d75e5c146c4cb9c6981bf2dd87	True
metadata	catalog-export-333334717.json		metadata/catalog-export-333334717.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-333334717.json	7763	ee27672be27b07312410257668c4f156080e02eb0ec3020f510d3a5ba7880b6e	True
metadata	catalog-export-37294296.json		metadata/catalog-export-37294296.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-37294296.json	4692	bb65757bd3a0da499752e0f8361e481498cb01b0ef1cef86eca13932a2910450	True
metadata	catalog-export-40027753.json		metadata/catalog-export-40027753.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-40027753.json	24652	0a5eb01b78536daff61fc04cae45064117c207c137caa04a73cf73d750e92595	True
metadata	catalog-export-4525586.json		metadata/catalog-export-4525586.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-4525586.json	3494	89ae2135832790ea685211e9512be8b9deaaf98d98c4eede022bd10496f0237a	True
metadata	catalog-export-4526519.json		metadata/catalog-export-4526519.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-4526519.json	5469	31e7d839f72257f01e8a2746e5c03d2249dcc93ebec120c7f1a90ea54b31aea4	True
metadata	catalog-export-45484701.json		metadata/catalog-export-45484701.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-45484701.json	7909	27e4384044ea2d9e1845a06799e6a058b0f122439413515d011784a238b9eced	True
metadata	catalog-export-47323287.json		metadata/catalog-export-47323287.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-47323287.json	32605	c1233e928d4787366913a75c82626747a0cfd3ca37077214b1a358264c009de2	True
metadata	catalog-export-488808322.json		metadata/catalog-export-488808322.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-488808322.json	3881	4a3b590c05e4022c45eb15858ed1559ae5639f40600abf16b55a890db93e3775	True
metadata	catalog-export-493468575.json		metadata/catalog-export-493468575.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-493468575.json	4105	f3e3e8bab946b353afa9511286c423ac0afdd76950fadfda25385992f20c0298	True
metadata	catalog-export-493468579.json		metadata/catalog-export-493468579.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-493468579.json	3929	3a1421b9c1f9a5982ec6f59c0a835f9d004505ec07550afe1588f539962d3168	True
metadata	catalog-export-493468580.json		metadata/catalog-export-493468580.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-493468580.json	5056	4dd873c8f8a7a5bafc35f666afe96815789f12a80796fd537b4005b9396aa327	True
metadata	catalog-export-5011500.json		metadata/catalog-export-5011500.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-5011500.json	107284	5539351cc60af7caac92387dd9aa17f45919be03d253826c659baa65d492e54b	True
metadata	catalog-export-542184.json		metadata/catalog-export-542184.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-542184.json	6095	a598d0271befc6893df33ab4d19852a32779a1336e9a3476dc2edcbc77a31713	True
metadata	catalog-export-542185.json		metadata/catalog-export-542185.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-542185.json	10896	dbf95c6f25cfed05608234a9b1e182800865b3fbcf68d2f3b042549e05fb2aa3	True
metadata	catalog-export-542326.json		metadata/catalog-export-542326.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-542326.json	6170	893bafd8b3aeb58f727422e93dbdd467d08cd5f7a6c53a7aad9f46ae823f3dde	True
metadata	catalog-export-56103.json		metadata/catalog-export-56103.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-56103.json	4868	f1989200f9b4d60eeb3c6411871654bbbe443d8e114437a6935686767052e816	True
