status	retry_stage	kind	relative_path	url	error	failure_count	failed_at	next_retry_after	deferred_reason
deferred	monthly	metadata	metadata/catalog-export-597821.json	https://catalog.archives.gov/medialz/bulk-downloads/uaps/JSON/catalog-export-597821.json	remote metadata JSON is malformed; archived copy preserved and rechecked by remote size/hash	1	2026-07-17T13:17:47Z		remote metadata JSON is malformed; archived copy preserved and rechecked by remote size/hash
