status	kind	bytes	sha256	relative_path	title	url
existing	documents	43520	8d38b2981ab052a30e279ef5686a6fb740c738152f1fa1f2cbe308307e4ff866	documents/readme-doc.doc	Readme.doc	https://documents.theblackvault.com/documents/Stephenville/Readme.doc
existing	documents	2075094	3b4cc34dce559e3e5ec555c0ca2db7bdbd4a7207deddc0d7e8e6bbcbd9de5b34	documents/rsg-08jan2008-2200-txt.txt	RSG_08Jan2008_2200.txt	https://documents.theblackvault.com/documents/Stephenville/RSG_08Jan2008_2200.txt
existing	documents	2135361	9db2ad035e938d73ef82b97fddacadcaf30c3a1635181df4fccc83116744dabb	documents/rsg-08jan2008-2230-txt.txt	RSG_08Jan2008_2230.txt	https://documents.theblackvault.com/documents/Stephenville/RSG_08Jan2008_2230.txt
existing	documents	1892600	9473d0ec0d10c3265cba3b9142c58d1ac0f93f0cddaf0cbff06f3b96c910ca3b	documents/rsg-08jan2008-2300-txt.txt	RSG_08Jan2008_2300.txt	https://documents.theblackvault.com/documents/Stephenville/RSG_08Jan2008_2300.txt
existing	documents	1741155	3f4f61c399fbd051992b34c4565e1ee128016dd367e435dca4c144900217a21f	documents/rsg-08jan2008-2330-txt.txt	RSG_08Jan2008_2330.txt	https://documents.theblackvault.com/documents/Stephenville/RSG_08Jan2008_2330.txt
existing	documents	1538847	cd8f443fd4bf9b779fe93bbe53e8fc8d44cc9e6507b3e1f6a0a4cbd95ea1a8b8	documents/rsg-09jan2008-0000-txt.txt	RSG_09Jan2008_0000.txt	https://documents.theblackvault.com/documents/Stephenville/RSG_09Jan2008_0000.txt
existing	documents	1728295	5142dfeffcaa87de3fb52e48fa6f2b918d4a8ea844e52170bb31ded2919dd77b	documents/rsg-09jan2008-0030-txt.txt	RSG_09Jan2008_0030.txt	https://documents.theblackvault.com/documents/Stephenville/RSG_09Jan2008_0030.txt
existing	documents	1934280	2b70bd7d5a9f5a23b00e66deaf4583b93e8255111c17cec9ce6a83f845afa0fa	documents/rsg-09jan2008-0100-txt.txt	RSG_09Jan2008_0100.txt	https://documents.theblackvault.com/documents/Stephenville/RSG_09Jan2008_0100.txt
existing	documents	1594054	a8d3f3d90daba10261f536e2604ca0eada98a555546258547e76300e71587db5	documents/rsg-09jan2008-0130-txt.txt	RSG_09Jan2008_0130.txt	https://documents.theblackvault.com/documents/Stephenville/RSG_09Jan2008_0130.txt
existing	pdfs	942100	7e48c18dcbc849cd999558a33f3d6771ed4798ca7ed49346c8fce9089c00626d	pdfs/b-3.pdf	(b)(3)	https://www.justice.gov/archive/oip/foia_guide09/exemption3.pdf
deferred	pdfs			pdfs/mil-source-reference-link.pdf	.mil source reference link	https://www.esd.whs.mil/Portals/54/Documents/DOPSR/Docs/dd1910.pdf
existing	pdfs	275762	9dbed22fb075c1b28659afeec75a79e9223d26496fd75d0690c3fcac30d6f2b5	pdfs/pdf-version-2.pdf	.pdf version	https://documents.theblackvault.com/documents/ufos/nsa/now_you_see.pdf
deferred	pdfs			pdfs/09-f-1460.pdf	09-F-1460	https://www.esd.whs.mil/Portals/54/Documents/FOID/Reading%20Room/Congressional_Correspondence/09-F-1460doc6_Congressional_correspondence_logs_from_July1_2008toJuly24_2009.pdf
existing	pdfs	1143697	faa672adea2a5329bca4369eddf6db291cac747afda9386d47bae12f7a382b15	pdfs/09117-final-packet-presented-to-depsecdef-pdf.pdf	09117-Final_Packet_Presented_to_DepSecDef.pdf	https://documents2.theblackvault.com/documents/dia/AAWSAP/09117-Final_Packet_Presented_to_DepSecDef.pdf
deferred	pdfs			pdfs/100-series-general-office-records.pdf	100 Series General Office Records	https://www.esd.whs.mil/Portals/54/Documents/RPDD/RDS/100_Series_General_Office_Records.pdf
existing	pdfs	1396719	cb584ad769731ca1d69b876a4309975bd06c82de65d0befc595b636dd92d3551	pdfs/1129th-usaf-special-activities-squadron-station-report-las-vegas-nevada-and-area-51-march-1964.pdf	1129th USAF Special Activities Squadron, Station Report, Las Vegas, Nevada and Area 51, March 1964	https://documents.theblackvault.com/documents/cia/CIA-RDP90B00184R000100020001-6.pdf
existing	pdfs	3903263	ca385a2d8a9710bafdddf411c2f27595d709b3d8227554d3a0d4370ec8fe005f	pdfs/15-0007.pdf	15-0007	https://documents2.theblackvault.com/documents/navy/NRL15-0007b.pdf
existing	pdfs	200649657	9fecd545ac53ec8defa78fe7c776d595fc13c236b1caaaa2a933ade7ff23c154	pdfs/18-f-1268.pdf	18-F-1268	https://documents2.theblackvault.com/documents/congress/OSDJS-CongressLogs-2007and2009.pdf
existing	pdfs	10152007	3db6ccd44fb688f83a1532c3bad1f7e28fe3e5c8834e0beb7092591e5deef551	pdfs/1949.pdf	1949	http://www.theblackvault.com/documents/wpafb1949.pdf
existing	pdfs	526546	f81e2947a3d6fd3633a4dd4135a93de7248abed1688d2e1f04fba5093a9f3fe0	pdfs/1949-fbi-ufo-memo-describes-technology-at-least-50-years-ahead-of-humans-2.pdf	1949 FBI UFO Memo Describes Technology At Least 50 YEARS Ahead of Humans	https://documents2.theblackvault.com/documents/fbifiles/ufos/fbi-Jan311949-VitalInstallationsMemo.pdf
existing	pdfs	17662854	9d2730b878f86b591e58b4e94925a418b4121a38f2c410b5556b06f2b65dcbe3	pdfs/20-f-0163-release-package.pdf	20-F-0163 Release Package	https://documents2.theblackvault.com/documents/osd/20-F-0163.pdf
existing	pdfs	38509740	4d961ee0c355f06a467f24d3366b2b3a10b4d1a5fdefbe4c2b07e5520b8d0c77	pdfs/20-f-0164-release-package.pdf	20-F-0164 Release Package	https://documents2.theblackvault.com/documents/osd/20-F-0164.pdf
deferred	pdfs			pdfs/2009-letter.pdf	2009 letter	https://commons.wikimedia.org/wiki/File%3AReid_letter_2009_1532565293943_49621615_ver1.0.pdf
existing	pdfs	453251	4e19551dacb7bbddc3a8c014f06d48c2a0f64b2d00941dd4d5c8fd78a4c4daaa	pdfs/20090624-reid-to-depsecdef-ref-aaitp-in-sap-pdf.pdf	20090624_Reid_to_DEPSECDEF_ref_AAITP_in_SAP.pdf	https://documents2.theblackvault.com/documents/dia/AAWSAP/20090624_Reid_to_DEPSECDEF_ref_AAITP_in_SAP.pdf
deferred	pdfs			pdfs/2017-military-court-transcript.pdf	2017 military court transcript	https://www.mc.mil/Portals/0/pdfs/KSM2/KSM%20II%20%28TRANS4Dec2017-MERGED%29.pdf
existing	pdfs	67951348	803bddf6020eb868cfc2432a92165c65e72b7c3b807855dc6dfa123c1ae41f12	pdfs/2019-07-kidd-ddg-100-redacted-pdf.pdf	2019-07 Kidd (DDG-100)_Redacted.pdf	https://documents2.theblackvault.com/documents/mysterydronessocal/2019-07%20Kidd%20%28DDG-100%29_Redacted.pdf
existing	pdfs	135245	eefee0d5735ad68c70fad95c84a73069ae9d7b78a940a1e03dc541ec7dc987e8	pdfs/2021-annual-meeting-of-stockholders.pdf	2021 Annual Meeting of Stockholders	https://static1.squarespace.com/static/5b5a458fe749405f83225fe8/t/606789421c473310b54e02e4/1617398082614/2021%2BANNUAL%2BMTG%2BFINAL%2BTRANSCRIPT.pdf
existing	pdfs	1175361	fdc5a041ede3bae6e583479ba76f9f1b03b4603e99f87ac401b6b600dda5a55d	pdfs/21-fr-1322-release.pdf	21-FR-1322 Release	https://documents2.theblackvault.com/documents/osd/21-FR-1322.pdf
existing	pdfs	1957839	db5375bef534eacf42454beb21abdf861418defc92b600231c1cb3e229f30708	pdfs/22-hq-f-00488.pdf	22-HQ-F-00488	https://documents2.theblackvault.com/documents/nasa/22-HQ-F-00488.pdf
existing	pdfs	3851759	2138d89153d1447c0c8744281e65b0405bbc3bb71ab61a0922729352799732de	pdfs/22-hq-f-00593.pdf	22-HQ-F-00593	https://documents2.theblackvault.com/documents/nasa/22-HQ-F-00593.pdf
existing	pdfs	6728081	f521a5bdd9580a2f10717d3bb55a1222a767d7720f06be959ba75c26b5e6294b	pdfs/22-hq-f-00667.pdf	22-HQ-F-00667	https://documents2.theblackvault.com/documents/nasa/22-HQ-F-00667.pdf
existing	pdfs	4677128	3c5c37012ef371a5fd0ea83c82d0aea8227ff0fb1726d7ceb956ce4d50fc5295	pdfs/23-00082-f-gsfc.pdf	23-00082-F-GSFC	https://documents2.theblackvault.com/documents/nasa/23-82-F-GSFC.pdf
existing	pdfs	13406923	bce4d58818d70d20c27de205d69823f95844f0c59adab54afba99c8889940a9d	pdfs/23-00084-f-gsfc.pdf	23-00084-F-GSFC	https://documents2.theblackvault.com/documents/nasa/23-00084-GSFC.pdf
existing	pdfs	948589	a44e66edb92646cb03e2efa453a82eb0d3df1369ac9094f3d5c554f02b6ad65e	pdfs/23-00245-f-hq-2.pdf	23-00245-F-HQ	https://documents2.theblackvault.com/documents/nasa/23-00245-F-HQ.pdf
existing	pdfs	7055619	ca14133b1366a02de5995314d55d10ea18cec7cfb1da8794fe9c4629ce610aed	pdfs/23-00538-f-hq-release.pdf	23-00538-F-HQ Release	https://documents2.theblackvault.com/documents/nasa/23-00538-F-HQ.pdf
existing	pdfs	1203004	0ddb82653bbc301904bf1a38da82c919be12b799b6f910c050aaaa4e3198cee9	pdfs/23-00599-f-gsfc.pdf	23-00599-F-GSFC	https://documents2.theblackvault.com/documents/nasa/23-00599-F-GSFC.pdf
existing	pdfs	1450698	e80c60b3bc73bb466cd269042c5edad23be934abc020017bde7a230faf1a480d	pdfs/23-00706-f-hq.pdf	23-00706-F-HQ	https://documents2.theblackvault.com/documents/nasa/23-00706-F-HQ.pdf
existing	pdfs	515404	e5529a1d8adb7f65bc94c07445d6098fb180451f9a078a18a8aa1ac6fe8c74a0	pdfs/23-f-1040-2.pdf	23-F-1040	https://documents2.theblackvault.com/documents/osd/23-F-1040.pdf
existing	pdfs	178420	298b126bf42593ef11c55cf0c6a229d0b23835b493e7f665c6312229b2f120b3	pdfs/23jul2019-email-redacted-pdf.pdf	23Jul2019 email_Redacted.pdf	https://documents2.theblackvault.com/documents/mysterydronessocal/FACSFAC%20SAN%20DIEGO/23Jul2019%20email_Redacted.pdf
existing	pdfs	124536	d6de1b5fd14cc271b7d2dc63719e72db5fc130a2489704ab18e587a6c7a48412	pdfs/24jul2019-email-redacted-pdf.pdf	24Jul2019 email_Redacted.pdf	https://documents2.theblackvault.com/documents/mysterydronessocal/FACSFAC%20SAN%20DIEGO/24Jul2019%20email_Redacted.pdf
existing	pdfs	23175723	dd2fa4e6c9535b43fc33cf4eafe6ecb4601499f72b4f85f7ec78e29e02f34b34	pdfs/5-18-2009-ufo-over-arizona-and-new-mexico-later-identified-as-weather-balloon.pdf	5/18/2009, UFO over Arizona and New Mexico later identified as Weather Balloon	https://documents.theblackvault.com/documents/ufos/ufoballoon.pdf
existing	pdfs	1070164	bdf8c99ec868a5fe4f774d79254a2beac6a6d4904d6aa6ef34469b11631ff25b	pdfs/6-december-2013-letter-from-northcom-regarding-fastwalker-slowwalker-regulations.pdf	6 December 2013 Letter from NORTHCOM Regarding “Fastwalker” & “Slowwalker” regulations	https://documents.theblackvault.com/documents/ufos/fastwalkers/FY14-19NOV2013-07.pdf
