Id	Date	Time	MsgType	Range	AzDegs	MC	M3	Lat	Lon	RL
QOO	08 Jan 2008	23:00:01.825	Bcn	54.375	123.926	17700	2304	32 11 44.581 N	098 59 44.288 W	24
QOO	08 Jan 2008	23:00:01.950	Bcn	163.250	126.211	19000	3646	31 04 07.942 N	097 19 32.912 W	24
QOO	08 Jan 2008	23:00:02.230	Bcn	180.750	136.318	23500	0774	30 29 59.468 N	097 28 26.824 W	24
QOO	08 Jan 2008	23:00:02.255	Bcn	190.250	139.131	31700	7254	30 16 52.734 N	097 29 13.430 W	24
QOO	08 Jan 2008	23:00:02.375	Bcn	130.375	140.186	27000	0577	31 01 25.250 N	098 15 47.373 W	24
QOO	08 Jan 2008	23:00:02.440	Bcn	161.375	140.449	34000	3741	30 36 48.773 N	097 53 54.938 W	24
QOO	08 Jan 2008	23:00:02.465	Bcn	137.500	142.471	16200	3640	30 52 26.394 N	098 15 33.394 W	24
QOO	08 Jan 2008	23:00:02.480	Bcn	134.000	142.646	22000	2752	30 55 02.326 N	098 18 23.816 W	24
QOO	08 Jan 2008	23:00:02.550	Bcn	179.375	145.635	32000	1767	30 13 09.172 N	097 56 06.808 W	24
QOO	08 Jan 2008	23:00:02.575	Bcn	161.625	148.271	38000	1321	30 24 05.576 N	098 14 42.538 W	24
QOO	08 Jan 2008	23:00:02.590	Bcn	158.625	147.217	36000	2722	30 28 10.739 N	098 13 35.993 W	24
QOO	08 Jan 2008	23:00:02.655	IPS							
QOO	08 Jan 2008	23:00:02.655	Bcn	160.875	148.975	30000	7301	30 23 40.214 N	098 17 04.411 W	24
QOO	08 Jan 2008	23:00:02.680	IPS							
QOO	08 Jan 2008	23:00:02.680	Bcn	160.500	149.678	19000	2571	30 22 56.393 N	098 19 12.949 W	24
QOO	08 Jan 2008	23:00:02.695	IPS							
QOO	08 Jan 2008	23:00:02.695	Bcn	154.625	151.523	31000	4376	30 25 45.404 N	098 27 40.010 W	24
QOO	08 Jan 2008	23:00:02.865	Bcn	145.375	153.545	41000	1462	30 31 44.240 N	098 37 59.765 W	24
QOO	08 Jan 2008	23:00:02.890	Bcn	98.375	154.512	27000	3124	31 13 16.744 N	099 03 32.023 W	24
QOO	08 Jan 2008	23:00:02.910	Bcn	126.000	155.654	20000	2542	30 47 05.623 N	098 52 34.619 W	24
QOO	08 Jan 2008	23:00:02.975	Bcn	145.125	156.094	17900	2546	30 29 05.723 N	098 44 48.750 W	24
QOO	08 Jan 2008	23:00:03.000	Bcn	117.375	160.488	16800	6215	30 51 21.020 N	099 07 18.758 W	24
QOO	08 Jan 2008	23:00:03.120	Bcn	155.750	160.928	37000	2671	30 14 46.004 N	098 54 10.327 W	24
QOO	08 Jan 2008	23:00:03.190	Bcn	135.000	165.498	36000	4047	30 31 25.946 N	099 13 45.470 W	24
QOO	08 Jan 2008	23:00:03.215	Bcn	132.000	167.959	38000	7440	30 33 05.797 N	099 20 59.946 W	24
QOO	08 Jan 2008	23:00:03.230	Bcn	140.750	168.047	17300	4031	30 24 17.650 N	099 19 08.367 W	24
QOO	08 Jan 2008	23:00:03.400	Bcn	64.875	172.178	33000	0505	31 38 08.090 N	099 42 31.256 W	24
QOO	08 Jan 2008	23:00:03.425	Bcn	101.000	172.793	30000	2712	31 02 02.469 N	099 38 06.128 W	24
QOO	08 Jan 2008	23:00:03.445	Bcn	108.875	174.023	40000	1421	30 54 03.071 N	099 39 40.941 W	24
QOO	08 Jan 2008	23:00:03.510	Bcn	148.500	174.199	29900	4002	30 14 22.913 N	099 35 31.215 W	24
QOO	08 Jan 2008	23:00:03.535	Bcn	24.500	175.693	10800	5216	32 17 51.775 N	099 50 39.350 W	24
QOO	08 Jan 2008	23:00:03.550	Bcn	43.250	176.660	9700	5214	31 59 03.382 N	099 49 51.684 W	24
QOO	08 Jan 2008	23:00:03.660	IPS							
QOO	08 Jan 2008	23:00:03.675	IPS							
QOO	08 Jan 2008	23:00:03.675	Clock Box							
QOO	08 Jan 2008	23:00:03.740	IPS							
QOO	08 Jan 2008	23:00:03.740	BRTQC	1.000	182.812	-1200	0000	32 41 25.663 N	099 52 52.306 W	64
QOO	08 Jan 2008	23:00:03.745	Clock Box							
QOO	08 Jan 2008	23:00:03.765	Clock Box							
QOO	08 Jan 2008	23:00:03.870	Bcn	6.125	179.209	13100	5115	32 36 27.130 N	099 52 43.586 W	24
QOO	08 Jan 2008	23:00:04.205	Bcn	147.625	197.314	33000	1054	30 21 04.213 N	100 43 31.042 W	24
QOO	08 Jan 2008	23:00:04.375	Bcn	107.375	201.621	36000	3726	31 02 20.567 N	100 38 45.845 W	24
QOO	08 Jan 2008	23:00:04.510	Bcn	126.625	205.049	33000	1701	30 47 15.393 N	100 54 57.086 W	24
QOO	08 Jan 2008	23:00:04.630	Bcn	146.625	209.531	33000	1013	30 34 08.925 N	101 16 24.218 W	24
QOO	08 Jan 2008	23:00:04.695	IPS							
QOO	08 Jan 2008	23:00:04.720	IPS							
QOO	08 Jan 2008	23:00:04.735	IPS							
QOO	08 Jan 2008	23:00:04.910	Bcn	113.375	215.068	29400	3766	31 09 03.505 N	101 08 36.613 W	24
QOO	08 Jan 2008	23:00:04.935	Bcn	100.500	217.354	11400	3474	31 21 55.773 N	101 04 00.439 W	24
QOO	08 Jan 2008	23:00:05.270	Bcn	146.750	228.691	40000	7422	31 04 17.946 N	102 00 55.757 W	24
QOO	08 Jan 2008	23:00:05.550	Bcn	154.375	235.020	40000	2464	31 12 18.728 N	102 20 02.682 W	24
QOO	08 Jan 2008	23:00:05.575	Bcn	111.000	237.480	11300	3443	31 41 42.959 N	101 42 29.058 W	24
QOO	08 Jan 2008	23:00:05.655	IPS							
QOO	08 Jan 2008	23:00:05.680	IPS							
QOO	08 Jan 2008	23:00:05.695	IPS							
QOO	08 Jan 2008	23:00:05.700	Bcn	155.500	241.963	24000	6263	31 27 23.575 N	102 33 09.453 W	24
QOO	08 Jan 2008	23:00:05.765	Bcn	113.250	242.051	14700	0552	31 48 12.803 N	101 50 09.334 W	24
QOO	08 Jan 2008	23:00:05.790	Bcn	181.250	243.984	30000	7235	31 20 17.794 N	103 02 50.271 W	24
QOO	08 Jan 2008	23:00:06.020	Bcn	106.250	250.928	14200	5227	32 06 35.432 N	101 50 59.493 W	24
QOO	08 Jan 2008	23:00:06.190	Bcn	149.500	253.125	29100	0714	31 56 58.473 N	102 40 47.525 W	24
