Id	Date	Time	MsgType	Range	AzDegs	MC	M3	Lat	Lon	RL
QOO	08 Jan 2008	22:30:01.300	Bcn	199.125	321.416	33000	4171	35 16 32.817 N	102 24 18.372 W	24
QOO	08 Jan 2008	22:30:01.365	Bcn	141.750	323.350	41000	2046	34 35 18.265 N	101 35 05.404 W	24
QOO	08 Jan 2008	22:30:01.390	SRTQC	1.000	2.812			32 43 09.136 N	099 52 46.293 W	64
QOO	08 Jan 2008	22:30:01.515	Status							
QOO	08 Jan 2008	22:30:01.600	Bcn	178.500	329.150	34000	3625	35 14 48.208 N	101 44 24.728 W	24
QOO	08 Jan 2008	22:30:01.685	Bcn	128.250	328.975	36000	2746	34 31 46.358 N	101 12 40.358 W	24
QOO	08 Jan 2008	22:30:01.725	Bcn	191.125	335.127	37000	6567	35 35 07.950 N	101 31 13.214 W	24
QOO	08 Jan 2008	22:30:01.815	Bcn	77.875	336.973	6300	1203	33 53 59.456 N	100 29 24.497 W	24
QOO	08 Jan 2008	22:30:01.895	IPS							
QOO	08 Jan 2008	22:30:01.895	Bcn	154.250	336.445	18800	1641	35 03 29.303 N	101 07 50.740 W	24
QOO	08 Jan 2008	22:30:01.920	IPS							
QOO	08 Jan 2008	22:30:01.940	IPS							
QOO	08 Jan 2008	22:30:01.940	Bcn	62.875	340.400	16300	5137	33 41 31.463 N	100 18 04.129 W	24
QOO	08 Jan 2008	22:30:02.110	Bcn	104.000	345.146	37000	6772	34 22 41.120 N	100 24 56.912 W	24
QOO	08 Jan 2008	22:30:02.135	Bcn	174.125	345.498	33000	2677	35 30 46.746 N	100 46 08.999 W	24
QOO	08 Jan 2008	22:30:02.155	Bcn	93.000	346.904	43000	6266	34 12 39.618 N	100 18 07.949 W	24
QOO	08 Jan 2008	22:30:02.220	Bcn	158.625	347.432	32600	1114	35 17 04.680 N	100 34 55.070 W	24
QOO	08 Jan 2008	22:30:02.240	Bcn	88.500	349.365	37000	1415	34 09 08.415 N	100 12 26.356 W	24
QOO	08 Jan 2008	22:30:02.260	Bcn	98.875	349.629	37900	0524	34 19 25.988 N	100 14 15.092 W	24
QOO	08 Jan 2008	22:30:02.325	Bcn	135.250	349.805	37000	3747	34 55 21.027 N	100 21 52.542 W	24
QOO	08 Jan 2008	22:30:02.325	Clock Box							
QOO	08 Jan 2008	22:30:02.455	Bcn	157.500	355.781	31000	2752	35 19 26.684 N	100 06 57.587 W	24
