Id	Date	Time	MsgType	Range	AzDegs	MC	M3	Lat	Lon	RL
QAZ	09 Jan 2008	00:30:02.260	Bcn	27.250	340.840	-1000	1275	33 18 17.910 N	097 47 17.257 W	40
QAZ	09 Jan 2008	00:30:02.575	Reinf	12.125	4.482	17200	3462	33 04 18.406 N	097 35 31.135 W	56
QAZ	09 Jan 2008	00:30:02.205	Reinf	43.375	342.949	1800	1200	33 34 02.769 N	097 51 50.174 W	40
QAZ	09 Jan 2008	00:30:02.525	IPS							
QAZ	09 Jan 2008	00:30:02.540	IPS							
QAZ	09 Jan 2008	00:30:02.790	Reinf	22.625	18.281	10800	2112	33 13 58.194 N	097 28 10.914 W	56
QAZ	09 Jan 2008	00:30:02.795	Reinf	44.500	24.785	17400	6204	33 32 51.907 N	097 14 20.976 W	56
QAZ	09 Jan 2008	00:30:02.900	Reinf	33.750	28.213	5200	5156	33 22 16.690 N	097 17 34.367 W	56
QAZ	09 Jan 2008	00:30:03.005	IPS							
QAZ	09 Jan 2008	00:30:03.005	Reinf	19.000	35.859	5800	5212	33 07 54.889 N	097 23 22.729 W	56
QAZ	09 Jan 2008	00:30:03.005	Sch	63.000	70.049			33 13 42.443 N	096 26 04.369 W	0
QAZ	09 Jan 2008	00:30:02.950	Sch	63.000	69.082			33 14 42.522 N	096 26 30.101 W	0
QAZ	09 Jan 2008	00:30:02.955	Sch	63.000	71.367			33 12 19.945 N	096 25 31.247 W	0
QAZ	09 Jan 2008	00:30:03.110	Reinf	35.125	46.582	12900	3475	33 16 35.704 N	097 06 14.776 W	56
QAZ	09 Jan 2008	00:30:03.060	Reinf	9.500	44.297	1000	1200	32 59 19.482 N	097 28 43.770 W	40
QAZ	09 Jan 2008	00:30:03.215	Reinf	51.000	49.307	9800	2360	33 25 40.082 N	096 50 26.755 W	40
QAZ	09 Jan 2008	00:30:03.220	Reinf	18.000	54.229	3900	7432	33 03 01.966 N	097 19 15.113 W	56
QAZ	09 Jan 2008	00:30:03.165	Reinf	20.125	49.922	10800	6033	33 05 25.614 N	097 18 21.497 W	56
QAZ	09 Jan 2008	00:30:03.325	Reinf	38.750	61.611	12500	3430	33 10 50.207 N	096 56 03.875 W	56
QAZ	09 Jan 2008	00:30:03.270	Reinf	50.375	58.711	26500	7372	33 18 26.630 N	096 45 28.200 W	56
QAZ	09 Jan 2008	00:30:03.290	Reinf	16.000	64.600	900	1200	32 59 22.390 N	097 19 26.030 W	32
