Id	Date	Time	MsgType	Range	AzDegs	MC	M3	Lat	Lon	RL
RSG	08 Jan 2008	22:30:01.225	IPS							
RSG	08 Jan 2008	22:30:01.250	IPS							
RSG	08 Jan 2008	22:30:01.270	IPS							
RSG	08 Jan 2008	22:30:01.465	Reinf	20.250	240.293	0	4545	29 52 43.261 N	100 36 16.827 W	24
RSG	08 Jan 2008	22:30:01.655	Reinf	41.750	244.775	10700	4754	29 44 51.326 N	100 59 25.356 W	24
RSG	08 Jan 2008	22:30:02.230	IPS							
RSG	08 Jan 2008	22:30:02.230	Reinf	136.250	264.551	31000	0716	29 48 18.362 N	102 51 46.702 W	24
RSG	08 Jan 2008	22:30:02.295	IPS							
RSG	08 Jan 2008	22:30:02.315	IPS							
RSG	08 Jan 2008	22:30:02.425	Sch	108.125	269.561			30 00 58.995 N	102 20 30.750 W	20
RSG	08 Jan 2008	22:30:03.145	Reinf	142.000	288.809	27000	2606	30 47 05.811 N	102 51 57.911 W	24
RSG	08 Jan 2008	22:30:03.190	Reinf	140.375	291.797	33000	6703	30 53 30.984 N	102 47 20.589 W	24
RSG	08 Jan 2008	22:30:03.255	IPS							
RSG	08 Jan 2008	22:30:03.275	IPS							
RSG	08 Jan 2008	22:30:03.275	Bcn	41.125	294.697	75000	1275	30 19 08.189 N	100 57 17.954 W	24
RSG	08 Jan 2008	22:30:03.295	IPS							
RSG	08 Jan 2008	22:30:03.295	Reinf	199.625	295.137	32000	2735	31 24 52.991 N	103 47 04.041 W	24
RSG	08 Jan 2008	22:30:03.360	Reinf	215.750	294.785	34000	4076	31 30 02.346 N	104 04 58.323 W	24
RSG	08 Jan 2008	22:30:03.385	Reinf	166.125	297.510	34000	4032	31 17 44.349 N	103 07 49.504 W	24
RSG	08 Jan 2008	22:30:03.470	Reinf	214.000	297.861	34000	2714	31 39 49.504 N	103 57 32.268 W	24
RSG	08 Jan 2008	22:30:03.490	Reinf	153.500	300.322	0	7324	31 18 52.563 N	102 50 35.156 W	24
RSG	08 Jan 2008	22:30:03.510	Reinf	155.375	299.707	32000	2455	31 18 18.479 N	102 53 24.206 W	24
RSG	08 Jan 2008	22:30:03.575	Reinf	142.125	301.729	36000	7470	31 16 20.020 N	102 36 53.807 W	24
RSG	08 Jan 2008	22:30:03.615	Reinf	76.125	302.871	36000	4011	30 43 42.950 N	101 29 59.411 W	24
RSG	08 Jan 2008	22:30:03.615	Clock Box							
RSG	08 Jan 2008	22:30:03.680	Reinf	229.375	304.805	38000	3462	32 10 45.294 N	103 57 43.716 W	24
RSG	08 Jan 2008	22:30:03.705	Reinf	45.375	304.277	31000	4167	30 28 08.037 N	100 59 11.325 W	24
RSG	08 Jan 2008	22:30:03.720	Reinf	140.875	305.947	38000	1560	31 24 25.029 N	102 29 05.764 W	24
RSG	08 Jan 2008	22:30:03.810	Reinf	115.750	309.287	43000	2473	31 15 22.230 N	102 00 18.144 W	24
RSG	08 Jan 2008	22:30:03.895	SRTQC	1.000	0.000			30 03 42.909 N	100 16 04.300 W	64
RSG	08 Jan 2008	22:30:03.935	Reinf	96.875	315.527	33000	5321	31 11 32.290 N	101 35 01.215 W	24
RSG	08 Jan 2008	22:30:04.025	Status							
RSG	08 Jan 2008	22:30:04.215	Reinf	192.500	322.031	37000	2671	32 33 27.431 N	102 35 59.264 W	24
RSG	08 Jan 2008	22:30:04.235	IPS							
RSG	08 Jan 2008	22:30:04.255	IPS							
RSG	08 Jan 2008	22:30:04.255	Reinf	29.375	324.053	16200	4530	30 26 31.479 N	100 35 57.073 W	24
RSG	08 Jan 2008	22:30:04.320	IPS							
RSG	08 Jan 2008	22:30:04.345	Reinf	182.500	327.656	35000	1323	32 36 17.406 N	102 11 28.881 W	24
RSG	08 Jan 2008	22:30:04.535	Reinf	141.750	327.832	13700	5167	32 02 30.482 N	101 44 48.492 W	24
RSG	08 Jan 2008	22:30:04.575	Reinf	101.125	333.545	39000	0721	31 33 06.845 N	101 08 38.705 W	24
RSG	08 Jan 2008	22:30:04.640	Reinf	171.125	335.742	41000	3703	32 38 27.727 N	101 39 10.253 W	24
RSG	08 Jan 2008	22:30:04.665	Reinf	74.000	334.863	36000	6042	31 09 36.536 N	100 52 34.119 W	24
RSG	08 Jan 2008	22:30:04.685	Reinf	195.375	338.203	34800	3676	33 03 55.145 N	101 42 15.647 W	24
RSG	08 Jan 2008	22:30:04.770	Reinf	132.375	338.730	33000	1663	32 06 02.459 N	101 12 30.355 W	24
RSG	08 Jan 2008	22:30:05.065	Reinf	134.000	346.465	35000	1617	32 13 03.846 N	100 52 58.208 W	24
RSG	08 Jan 2008	22:30:05.110	Reinf	198.750	349.102	38000	3420	33 18 00.286 N	101 00 49.488 W	24
RSG	08 Jan 2008	22:30:05.175	Clock Box							
RSG	08 Jan 2008	22:30:05.195	Reinf	66.750	350.947	35000	0737	31 08 35.056 N	100 28 15.524 W	24
RSG	08 Jan 2008	22:30:05.215	Reinf	143.125	352.881	39000	3237	32 24 50.771 N	100 36 58.899 W	24
RSG	08 Jan 2008	22:30:05.280	IPS							
RSG	08 Jan 2008	22:30:05.280	Reinf	177.000	352.881	40000	2436	32 58 30.088 N	100 42 05.791 W	24
RSG	08 Jan 2008	22:30:05.305	IPS							
RSG	08 Jan 2008	22:30:05.305	Reinf	144.375	356.748	40000	3454	32 26 58.876 N	100 25 43.762 W	24
RSG	08 Jan 2008	22:30:05.320	IPS							
RSG	08 Jan 2008	22:30:05.385	Marker							
RSG	08 Jan 2008	22:30:05.495	Reinf	249.625	359.385	43000	6266	34 12 36.857 N	100 19 17.808 W	24
RSG	08 Jan 2008	22:30:05.535	Reinf	151.750	2.637	32000	2266	32 34 31.350 N	100 07 49.404 W	24
RSG	08 Jan 2008	22:30:05.730	Reinf	147.250	7.383	38000	6234	32 28 52.125 N	099 53 44.863 W	24
RSG	08 Jan 2008	22:30:05.750	Reinf	132.375	7.910	36400	4132	32 13 56.516 N	099 54 38.243 W	24
RSG	08 Jan 2008	22:30:05.815	Reinf	213.375	6.504	32000	2236	33 34 59.827 N	099 47 11.200 W	24
RSG	08 Jan 2008	22:30:05.835	Reinf	96.500	8.525	31000	6741	31 38 14.442 N	099 59 20.948 W	24
RSG	08 Jan 2008	22:30:05.920	Reinf	180.625	11.689	40000	0501	32 59 40.447 N	099 32 38.630 W	24
RSG	08 Jan 2008	22:30:05.945	Reinf	49.625	14.590	6800	2342	30 50 54.207 N	100 01 33.323 W	24
RSG	08 Jan 2008	22:30:05.960	Reinf	99.500	12.568	37000	1456	31 39 50.559 N	099 50 46.220 W	24
RSG	08 Jan 2008	22:30:05.965	Reinf	21.250	14.502	24000	3643	30 23 06.569 N	100 10 00.628 W	24
RSG	08 Jan 2008	22:30:06.025	Reinf	198.750	15.029	30000	5271	33 14 44.873 N	099 14 42.336 W	24
RSG	08 Jan 2008	22:30:06.050	Reinf	199.375	15.205	38000	6055	33 15 06.942 N	099 13 49.664 W	24
RSG	08 Jan 2008	22:30:06.070	Reinf	159.500	18.633	34000	5270	32 33 50.361 N	099 15 52.201 W	24
RSG	08 Jan 2008	22:30:06.135	Reinf	213.500	17.051	35000	6060	33 26 46.683 N	099 01 22.614 W	24
RSG	08 Jan 2008	22:30:06.155	Reinf	159.625	18.721	32000	2314	32 33 53.652 N	099 15 32.478 W	24
RSG	08 Jan 2008	22:30:06.240	IPS							
RSG	08 Jan 2008	22:30:06.240	Reinf	150.375	21.709	36000	3513	32 22 19.798 N	099 10 30.708 W	24
RSG	08 Jan 2008	22:30:06.265	IPS							
RSG	08 Jan 2008	22:30:06.280	IPS							
RSG	08 Jan 2008	22:30:06.285	Reinf	166.750	23.027	35100	6277	32 36 00.983 N	098 58 59.118 W	24
RSG	08 Jan 2008	22:30:06.370	Reinf	203.875	25.400	37000	3120	33 06 27.430 N	098 32 07.898 W	24
RSG	08 Jan 2008	22:30:06.390	Bcn	168.750	31.113	19100	3640	32 26 50.379 N	098 33 06.548 W	24
RSG	08 Jan 2008	22:30:06.455	Reinf	40.000	28.213	39000	2016	30 37 39.455 N	099 54 25.611 W	24
RSG	08 Jan 2008	22:30:06.475	Reinf	144.875	31.729	21000	0536	32 05 41.917 N	098 46 27.853 W	24
RSG	08 Jan 2008	22:30:06.585	Clock Box							
RSG	08 Jan 2008	22:30:06.670	Reinf	156.625	37.178	32400	2241	32 06 55.688 N	098 24 47.331 W	24
RSG	08 Jan 2008	22:30:06.815	Reinf	168.375	40.957	41000	1462	32 08 57.594 N	098 06 18.439 W	24
