Id	Date	Time	MsgType	Range	AzDegs	MC	M3	Lat	Lon	RL
RSG	09 Jan 2008	01:00:02.465	Reinf	151.500	308.320	41000	2622	31 35 33.175 N	102 34 58.308 W	24
RSG	09 Jan 2008	01:00:02.555	SRTQC	1.000	0.000			30 03 42.909 N	100 16 04.300 W	64
RSG	09 Jan 2008	01:00:02.575	Reinf	95.500	312.100	38000	4006	31 06 21.507 N	101 38 22.362 W	24
RSG	09 Jan 2008	01:00:02.635	IPS							
RSG	09 Jan 2008	01:00:02.640	Reinf	173.500	312.100	30000	3677	31 57 48.628 N	102 47 13.702 W	24
RSG	09 Jan 2008	01:00:02.660	IPS							
RSG	09 Jan 2008	01:00:02.660	Status							
RSG	09 Jan 2008	01:00:02.680	IPS							
RSG	09 Jan 2008	01:00:02.850	Reinf	136.125	321.680	30000	2404	31 49 04.742 N	101 54 59.740 W	24
RSG	09 Jan 2008	01:00:02.980	Reinf	75.750	324.316	34000	2525	31 04 06.048 N	101 07 21.062 W	24
RSG	09 Jan 2008	01:00:03.000	Reinf	169.750	324.229	26000	3605	32 19 50.785 N	102 13 03.507 W	24
RSG	09 Jan 2008	01:00:03.065	Reinf	126.625	327.832	21200	2266	31 49 44.515 N	101 35 07.683 W	24
RSG	09 Jan 2008	01:00:03.195	Reinf	65.375	330.469	40100	7263	30 59 24.371 N	100 53 21.072 W	24
RSG	09 Jan 2008	01:00:03.210	Reinf	176.250	330.557	34000	1533	32 35 46.254 N	101 58 28.242 W	24
RSG	09 Jan 2008	01:00:03.280	Reinf	49.500	333.281	34000	2737	30 46 47.235 N	100 41 44.457 W	24
RSG	09 Jan 2008	01:00:03.320	Reinf	83.875	336.357	38000	1404	31 19 26.915 N	100 55 12.312 W	24
RSG	09 Jan 2008	01:00:03.620	Reinf	150.875	344.355	27000	2620	32 28 06.745 N	101 04 06.107 W	24
RSG	09 Jan 2008	01:00:03.640	IPS							
RSG	09 Jan 2008	01:00:03.690	IPS							
RSG	09 Jan 2008	01:00:03.690	Reinf	53.875	345.234	36000	2707	30 54 40.349 N	100 31 55.998 W	24
RSG	09 Jan 2008	01:00:03.710	IPS							
RSG	09 Jan 2008	01:00:03.715	Reinf	128.750	347.520	37000	0745	32 08 28.857 N	100 48 46.399 W	24
RSG	09 Jan 2008	01:00:03.730	Reinf	86.750	347.168	23100	3444	31 27 25.502 N	100 38 33.830 W	24
RSG	09 Jan 2008	01:00:03.795	Marker							
RSG	09 Jan 2008	01:00:03.795	Reinf	136.125	348.662	20400	5171	32 16 24.105 N	100 47 36.327 W	24
RSG	09 Jan 2008	01:00:03.945	Reinf	128.000	352.881	28900	2625	32 09 54.470 N	100 34 43.914 W	24
RSG	09 Jan 2008	01:00:04.010	Reinf	184.375	353.496	31000	6553	33 06 09.312 N	100 40 53.764 W	24
RSG	09 Jan 2008	01:00:04.030	Reinf	194.625	353.145	40000	0572	33 16 07.549 N	100 43 43.572 W	24
RSG	09 Jan 2008	01:00:04.035	Reinf	79.875	357.627	31000	2231	31 22 34.936 N	100 19 55.493 W	24
RSG	09 Jan 2008	01:00:04.050	Reinf	144.375	354.814	35000	6507	32 26 39.836 N	100 31 27.811 W	24
RSG	09 Jan 2008	01:00:04.160	Reinf	92.625	0.264	25000	2217	31 35 29.819 N	100 15 34.403 W	24
RSG	09 Jan 2008	01:00:04.220	Reinf	194.250	358.242	38000	2573	33 17 06.936 N	100 23 10.001 W	24
RSG	09 Jan 2008	01:00:04.245	Reinf	58.250	3.428	27000	1653	31 00 53.590 N	100 12 01.900 W	24
RSG	09 Jan 2008	01:00:04.435	Reinf	12.250	6.504	41000	2663	30 13 12.581 N	100 14 42.269 W	24
RSG	09 Jan 2008	01:00:04.475	Reinf	126.375	8.350	23000	5210	32 07 57.984 N	099 54 29.077 W	24
RSG	09 Jan 2008	01:00:04.545	Reinf	59.000	9.580	33400	2455	31 00 49.856 N	100 04 41.909 W	24
RSG	09 Jan 2008	01:00:04.565	Reinf	147.000	9.141	33000	5246	32 28 00.195 N	099 48 30.927 W	24
RSG	09 Jan 2008	01:00:04.565	Reinf	219.125	13.184	35500	4064	33 36 08.836 N	099 16 20.285 W	24
RSG	09 Jan 2008	01:00:04.585	Bcn	216.500	15.029	32000	0531	33 31 51.493 N	099 09 00.824 W	24
RSG	09 Jan 2008	01:00:04.650	IPS							
RSG	09 Jan 2008	01:00:04.670	IPS							
RSG	09 Jan 2008	01:00:04.690	IPS							
RSG	09 Jan 2008	01:00:04.755	Reinf	153.500	13.975	34000	2241	32 31 45.329 N	099 32 17.973 W	24
RSG	09 Jan 2008	01:00:04.795	Reinf	161.125	19.600	38000	2336	32 34 25.598 N	099 12 13.764 W	24
RSG	09 Jan 2008	01:00:04.865	Reinf	113.125	21.270	10900	1200	31 48 16.176 N	099 27 56.412 W	24
RSG	09 Jan 2008	01:00:04.885	Reinf	199.625	20.830	26000	5152	33 09 11.241 N	098 51 37.235 W	24
RSG	09 Jan 2008	01:00:04.905	Sch	101.625	21.533			31 37 20.153 N	099 32 25.856 W	28
RSG	09 Jan 2008	01:00:04.990	Reinf	100.625	23.027	14600	5214	31 35 25.561 N	099 30 01.169 W	24
RSG	09 Jan 2008	01:00:05.075	Reinf	189.375	26.719	32000	2312	32 51 29.951 N	098 35 07.940 W	24
RSG	09 Jan 2008	01:00:05.120	Reinf	153.875	29.795	34000	1166	32 15 55.886 N	098 46 02.371 W	24
RSG	09 Jan 2008	01:00:05.205	Reinf	182.375	30.410	41000	0601	32 39 25.800 N	098 26 55.510 W	24
RSG	09 Jan 2008	01:00:05.290	Reinf	200.375	31.816	34000	2210	32 52 15.516 N	098 10 49.411 W	24
RSG	09 Jan 2008	01:00:05.330	Sch	216.000	35.508			32 57 25.404 N	097 47 10.682 W	4
RSG	09 Jan 2008	01:00:05.420	Reinf	198.125	36.475	37000	2760	32 41 02.275 N	097 56 43.927 W	24
RSG	09 Jan 2008	01:00:05.505	Reinf	129.000	40.957	0	0000	31 39 42.007 N	098 37 07.517 W	8
RSG	09 Jan 2008	01:00:05.545	Reinf	125.375	41.572	0	0000	31 36 05.312 N	098 38 47.211 W	8
RSG	09 Jan 2008	01:00:05.630	IPS							
RSG	09 Jan 2008	01:00:05.630	Reinf	179.250	45.879	43000	1622	32 06 12.473 N	097 44 51.208 W	24
RSG	09 Jan 2008	01:00:05.650	IPS							
RSG	09 Jan 2008	01:00:05.715	IPS							
RSG	09 Jan 2008	01:00:05.820	Reinf	54.750	47.549	32000	2457	30 39 31.258 N	099 29 27.589 W	24
RSG	09 Jan 2008	01:00:05.845	Reinf	241.875	50.625	40000	6255	32 33 18.824 N	096 35 08.295 W	24
RSG	09 Jan 2008	01:00:05.865	Reinf	222.125	49.570	33200	2134	32 24 30.659 N	096 56 33.712 W	24
RSG	09 Jan 2008	01:00:05.930	Reinf	13.500	51.592	37000	7327	30 10 23.990 N	100 05 01.238 W	24
RSG	09 Jan 2008	01:00:05.950	Reinf	218.125	53.086	34000	2430	32 11 17.986 N	096 50 46.983 W	24
RSG	09 Jan 2008	01:00:05.970	Reinf	200.250	52.383	28800	6257	32 02 59.676 N	097 09 36.706 W	24
RSG	09 Jan 2008	01:00:06.035	Reinf	210.750	54.141	37000	3647	32 03 50.097 N	096 55 19.005 W	24
RSG	09 Jan 2008	01:00:06.080	Reinf	180.125	57.832	30900	2221	31 36 47.974 N	097 17 41.857 W	24
RSG	09 Jan 2008	01:00:06.145	Reinf	100.125	60.029	34000	0754	30 52 10.779 N	098 35 30.622 W	24
RSG	09 Jan 2008	01:00:06.165	Reinf	91.000	58.623	36000	2552	30 49 38.596 N	098 46 05.150 W	24
RSG	09 Jan 2008	01:00:06.185	Reinf	80.125	61.084	32000	3737	30 41 06.518 N	098 54 56.995 W	24
RSG	09 Jan 2008	01:00:06.270	Reinf	134.500	63.193	23100	0767	31 02 18.329 N	097 56 27.597 W	24
RSG	09 Jan 2008	01:00:06.460	Reinf	153.375	67.061	30000	2534	31 00 56.259 N	097 31 52.935 W	24
RSG	09 Jan 2008	01:00:06.505	Reinf	128.625	68.115	34000	3426	30 49 33.548 N	097 57 40.342 W	24
RSG	09 Jan 2008	01:00:06.590	Reinf	84.625	72.686	34000	2717	30 27 25.237 N	098 42 51.062 W	24
RSG	09 Jan 2008	01:00:06.675	IPS							
RSG	09 Jan 2008	01:00:06.675	Reinf	218.250	75.674	33000	2260	30 53 03.232 N	096 10 31.006 W	24
RSG	09 Jan 2008	01:00:06.700	IPS							
RSG	09 Jan 2008	01:00:06.715	IPS							
RSG	09 Jan 2008	01:00:06.720	Reinf	102.250	78.047	31000	2765	30 23 08.354 N	098 20 37.417 W	24
RSG	09 Jan 2008	01:00:06.805	Reinf	175.875	78.223	32000	1152	30 36 13.253 N	096 56 45.708 W	24
RSG	09 Jan 2008	01:00:06.890	Reinf	161.000	80.244	36000	2463	30 27 58.324 N	097 12 42.634 W	24
RSG	09 Jan 2008	01:00:06.930	Reinf	138.250	82.881	30000	2746	30 18 21.627 N	097 37 46.636 W	24
RSG	09 Jan 2008	01:00:07.020	Reinf	168.125	85.342	38300	2756	30 14 05.774 N	097 02 53.612 W	24
RSG	09 Jan 2008	01:00:07.105	Reinf	209.625	88.154	34000	1712	30 05 51.911 N	096 14 44.377 W	24
RSG	09 Jan 2008	01:00:07.465	Reinf	60.250	98.701	11500	0712	29 53 22.023 N	099 07 36.034 W	24
RSG	09 Jan 2008	01:00:07.550	Reinf	187.125	100.020	22800	4533	29 27 21.557 N	096 45 06.082 W	24
RSG	09 Jan 2008	01:00:07.570	Reinf	84.250	102.568	37000	1614	29 43 54.888 N	098 41 55.341 W	24
RSG	09 Jan 2008	01:00:07.635	IPS							
RSG	09 Jan 2008	01:00:07.635	Reinf	109.750	102.217	35000	1462	29 38 36.347 N	098 13 13.398 W	24
RSG	09 Jan 2008	01:00:07.660	IPS							
RSG	09 Jan 2008	01:00:07.660	Reinf	51.125	106.348	26000	4501	29 48 13.309 N	099 19 53.086 W	24
RSG	09 Jan 2008	01:00:07.675	IPS							
RSG	09 Jan 2008	01:00:07.745	Sch	235.625	109.248			28 40 57.223 N	096 03 21.891 W	0
RSG	09 Jan 2008	01:00:07.875	Sch	129.125	112.500			29 12 08.664 N	097 59 55.178 W	16
RSG	09 Jan 2008	01:00:07.890	Reinf	24.250	110.742	24100	4612	29 54 14.607 N	099 50 16.881 W	24
RSG	09 Jan 2008	01:00:07.955	Reinf	142.375	113.291	20000	4502	29 04 59.334 N	097 46 54.857 W	24
RSG	09 Jan 2008	01:00:08.000	Reinf	186.375	114.697	34000	4071	28 42 28.412 N	097 03 43.305 W	24
RSG	09 Jan 2008	01:00:08.085	Reinf	206.750	117.510	34600	4631	28 24 25.507 N	096 48 20.808 W	24
RSG	09 Jan 2008	01:00:08.210	Clock Box							
RSG	09 Jan 2008	01:00:08.530	Clock Box							
RSG	09 Jan 2008	01:00:08.595	BRTQC	1.000	179.912	83900	7777	30 01 52.491 N	100 16 04.203 W	64
RSG	09 Jan 2008	01:00:08.595	Clock Box							
RSG	09 Jan 2008	01:00:08.620	IPS							
RSG	09 Jan 2008	01:00:08.620	Clock Box							
RSG	09 Jan 2008	01:00:08.640	IPS							
RSG	09 Jan 2008	01:00:08.640	Reinf	152.625	131.924	31000	4665	28 19 38.290 N	098 07 33.564 W	24
RSG	09 Jan 2008	01:00:08.700	IPS							
RSG	09 Jan 2008	01:00:08.725	Reinf	215.875	135.352	32000	2273	27 27 07.266 N	097 25 44.425 W	24
RSG	09 Jan 2008	01:00:09.130	Reinf	190.750	148.887	33000	1720	27 18 27.745 N	098 25 34.540 W	24
RSG	09 Jan 2008	01:00:09.660	IPS							
RSG	09 Jan 2008	01:00:09.685	IPS							
RSG	09 Jan 2008	01:00:09.705	IPS							
RSG	09 Jan 2008	01:00:09.810	Reinf	32.500	169.365	7200	4520	29 30 47.347 N	100 09 12.075 W	24
RSG	09 Jan 2008	01:00:09.900	Reinf	157.750	172.354	36000	4035	27 26 14.059 N	099 52 31.350 W	24
RSG	09 Jan 2008	01:00:09.980	Clock Box							
RSG	09 Jan 2008	01:00:10.515	Reinf	44.625	191.865	5300	5323	29 19 01.168 N	100 26 33.883 W	24
RSG	09 Jan 2008	01:00:10.540	Clock Box							
RSG	09 Jan 2008	01:00:10.560	Reinf	184.000	192.744	37000	5340	27 02 57.728 N	101 01 27.236 W	24
RSG	09 Jan 2008	01:00:10.620	IPS							
RSG	09 Jan 2008	01:00:10.645	IPS							
RSG	09 Jan 2008	01:00:10.665	IPS							
RSG	09 Jan 2008	01:00:10.860	Reinf	45.250	200.479	3800	3623	29 20 17.177 N	100 34 10.885 W	24
RSG	09 Jan 2008	01:00:11.260	Reinf	195.250	212.432	31000	4464	27 16 51.303 N	102 13 26.438 W	24
RSG	09 Jan 2008	01:00:11.410	Bcn	41.125	220.957	74000	1274	29 32 58.105 N	100 45 37.589 W	24
RSG	09 Jan 2008	01:00:11.625	IPS							
RSG	09 Jan 2008	01:00:11.690	IPS							
RSG	09 Jan 2008	01:00:11.710	IPS							
RSG	09 Jan 2008	01:00:12.140	Reinf	52.125	238.887	17000	4644	29 35 40.226 N	101 07 10.901 W	24
RSG	09 Jan 2008	01:00:12.650	IPS							
RSG	09 Jan 2008	01:00:12.650	Reinf	57.500	254.092	5100	3450	29 46 44.618 N	101 19 36.239 W	24
RSG	09 Jan 2008	01:00:12.670	IPS							
RSG	09 Jan 2008	01:00:12.690	IPS							
RSG	09 Jan 2008	01:00:12.800	Bcn	205.625	261.123	35000	4463	29 27 35.742 N	104 08 34.996 W	24
RSG	09 Jan 2008	01:00:12.990	Reinf	56.875	265.166	16800	4655	29 57 43.682 N	101 21 13.771 W	24
RSG	09 Jan 2008	01:00:13.290	Reinf	184.625	272.637	35000	5336	30 08 26.257 N	103 48 33.154 W	24
RSG	09 Jan 2008	01:00:13.630	IPS							
RSG	09 Jan 2008	01:00:13.650	IPS							
RSG	09 Jan 2008	01:00:13.715	IPS							
RSG	09 Jan 2008	01:00:13.865	Reinf	168.250	291.533	37000	0775	31 02 30.514 N	103 18 00.181 W	24
RSG	09 Jan 2008	01:00:13.950	Bcn	41.125	294.697	75000	1275	30 19 08.189 N	100 57 17.954 W	24
RSG	09 Jan 2008	01:00:13.970	Reinf	81.750	294.697	28000	0741	30 36 29.728 N	101 41 57.819 W	24
RSG	09 Jan 2008	01:00:14.035	Reinf	130.875	292.236	37000	1623	30 51 05.784 N	102 36 33.094 W	24
RSG	09 Jan 2008	01:00:14.060	Reinf	191.500	297.334	43000	0705	31 28 17.526 N	103 34 41.267 W	24
RSG	09 Jan 2008	01:00:14.145	Reinf	223.750	297.422	36000	6632	31 42 32.426 N	104 08 39.930 W	24
RSG	09 Jan 2008	01:00:14.165	Reinf	51.125	299.443	37000	2624	30 27 38.357 N	101 07 12.971 W	24
RSG	09 Jan 2008	01:00:14.185	Reinf	98.625	299.268	27000	2672	30 50 25.228 N	101 55 51.424 W	24
RSG	09 Jan 2008	01:00:14.250	Reinf	70.875	301.289	27300	2004	30 39 17.555 N	101 26 07.400 W	24
RSG	09 Jan 2008	01:00:14.290	Reinf	136.250	302.871	32000	7317	31 15 41.149 N	102 29 23.752 W	24
